6748,03VA,closed,Whipoorwill Springs Airport,38.66460037,-77.57969666,250,NA,US,US-VA,Nokesville,no,,,,,,
6750,03WI,closed,Zink Airport,44.028873,-88.883945,880,NA,US,US-WI,Berlin,no,,,,,,
6755,04AZ,closed,Chinle Airport,36.147197,-109.560771,5515,NA,US,US-AZ,Chinle,no,,,,,,
6759,04F,closed,De Leon Municipal Airport,32.098801,-98.525325,1293,NA,US,US-TX,De Leon,no,,,,,,
6765,04II,closed,Turkey Run Airport,41.1306,-84.994102,765,NA,US,US-IN,New Haven,no,,,,,,
6768,04KS,closed,Robinson Industries Heliport,38.978901,-95.219704,835,NA,US,US-KS,Lawrence,no,,,,,,
6778,04MO,closed,Airpark Private Airport,39.301201,-91.4515,767,NA,US,US-MO,Vandalia,no,,,,,,
6786,04OH,closed,Bossow Airport,41.2477,-81.100701,1080,NA,US,US-OH,Garrettsville,no,,,,,,
6792,04TA,closed,Capitol National Bank Building Heliport,30.270262,-97.745275,540,NA,US,US-TX,Austin,no,,,,,,
6806,04XS,closed,Schmidts Heliport,32.5821,-97.142502,625,NA,US,US-TX,Mansfield,no,,,,,,
6821,05II,closed,Reichhart Airport,41.028702,-84.9972,795,NA,US,US-IN,New Haven,no,,,,,,
6834,05MO,closed,Portageville Community Heliport,36.429798,-89.680099,272,NA,US,US-MO,Portageville,no,,,,,,
6836,05NC,closed,Brunswick Community Hospital Heliport,34.008099,-78.2911,63,NA,US,US-NC,Supply,no,,,,,,
6842,05OK,closed,Hawk Haven Airport,35.8534,-97.567497,1075,NA,US,US-OK,Crescent,no,,,,,,
6850,05TN,closed,Thurmond Glenn Field,35.556998,-89.552903,285,NA,US,US-TN,Covington,no,,,,,,
6853,05UT,closed,Oljato Airport,37.033626,-110.315778,4838,NA,US,US-UT,Oljato-Monument Valley,no,,,,,,
6879,06KY,closed,Falcon Heliport,37.525902,-83.344901,751,NA,US,US-KY,Jackson,no,,,,,,
6881,06LL,closed,Hammersmith Heliport,41.872301,-88.491982,812,NA,US,US-IL,Elburn,no,,,,,,
6894,06NJ,closed,Chemical Bank - New Jersey Na Heliport,39.950102,-74.999603,25,NA,US,US-NJ,Moorestown,no,,,,,,
6903,06R,closed,Grawunder Field,29.941065,-96.245298,289,NA,US,US-TX,Bellville,no,,,,,,
6904,06SN,closed,Beyer Farm Airport,37.581088,-97.2575,1340,NA,US,US-KS,Derby,no,,,,,,
6908,06TS,closed,Roscoe Mc Connico Airport,32.120701,-96.179101,350,NA,US,US-TX,Kerens,no,,,,,,
6912,06WI,closed,Young Private Airport,45.662701,-92.450203,1075,NA,US,US-WI,Frederic,no,,,,,,
6917,07AZ,closed,John C Lincoln Hospital Heliport,33.5667,-112.069,1255,NA,US,US-AZ,Phoenix,no,,,,,,
6919,07CA,closed,West Side Hospital Heliport,35.138949,-119.451463,850,NA,US,US-CA,Taft,no,,,,,,
6922,07CT,closed,TNT Heliport,41.4529,-72.249603,430,NA,US,US-CT,Salem,no,,,,,,
6923,07D,closed,Tackaberry Airport,43.064499,-82.723801,764,NA,US,US-MI,Avoca,no,,,,,,
6925,07FD,closed,Flying G Ranch STOLport,30.417999,-83.283796,90,NA,US,US-FL,Lee,no,,,,,,
6926,07FL,closed,Southwest Florida Regional Medical Center Heliport,26.6054,-81.859497,18,NA,US,US-FL,Fort Myers,no,,,,,,
6929,07ID,closed,Interstate Airport,42.274991,-113.301229,4580,NA,US,US-ID,Malta,no,,,,,,
6935,07LA,closed,Air Oil Inc Nr 1 Heliport,29.937099,-90.183701,,NA,US,US-LA,Harahan,no,,,,,,
6949,07OH,closed,Tennessee Gas Heliport,39.9373,-81.683503,1025,NA,US,US-OH,Claysville,no,,,,,,
6961,07WI,closed,Bartell Strip,42.965302,-88.391502,990,NA,US,US-WI,Genessee Depot,no,,,,,,
6964,08AR,closed,Crittenden Regional Hospital Heliport,35.142046,-90.190212,206,NA,US,US-AR,West Memphis,no,,,,,,
6979,08IL,closed,Harms Airstrip,41.577,-89.793999,643,NA,US,US-IL,Tampico,no,,,,,,
7008,08TE,closed,B J McCombs Sisterdale Airport,29.975331,-98.742451,1447,NA,US,US-TX,Comfort,no,,,,,,
7009,08TS,closed,Puesta Del Sol Airport,26.881331,-98.504885,420,NA,US,US-TX,La Gloria,no,,,,,,
7013,08WA,closed,Manchester Laboratory Heliport,47.574299,-122.547997,2,NA,US,US-WA,Manchester,no,,,,,,
7014,08WI,closed,Pierick Airport,43.04359818,-90.35510254,1225,NA,US,US-WI,Highland,no,,,,,,
7023,09FL,closed,Sunnybreeze Airport,27.049955,-81.970739,60,NA,US,US-FL,Arcadia,no,,,,,,
7029,09IL,closed,Silver Cross Hospital Heliport,41.536183,-88.052279,610,NA,US,US-IL,Joliet,no,,,,,,
7040,09MN,closed,W Johnson Field,44.779999,-95.663109,1060,NA,US,US-MN,Hazel Run,no,,,,,,
7070,0AK8,closed,Pollux Heliport,64.895835,-147.497501,515,NA,US,US-AK,North Pole,no,,,,,,
7083,0AR1,closed,Hooterville South Airport,35.0947,-93.202003,370,NA,US,US-AR,Centerville,no,,,,,,
7085,0AR3,closed,Taylor's Air Strip,35.898998,-93.261001,2160,NA,US,US-AR,Deer,no,,,,,,
7089,0AR7,closed,Yancopin Airport,33.94899,-91.175141,150,NA,US,US-AR,Watson,no,,,,,,
7093,0AZ1,closed,Taylor Field,32.302114,-111.32412,2130,NA,US,US-AZ,Marana,no,,,,,,
7098,0AZ7,closed,Sunstate Heliport,33.445318,-111.964567,1180,NA,US,US-AZ,Phoenix,no,,,,,,
7107,0CA0,closed,Drew Medical Center Heliport,33.923302,-118.241997,180,NA,US,US-CA,Los Angeles,no,,,,,,
7108,0CA1,closed,Northside Airpark,34.98830032,-120.4580002,190,NA,US,US-CA,Santa Maria,no,,,,,,
7114,0CA7,closed,Boeing Seal Beach (Rooftop) Heliport,33.756779,-118.0854,158,NA,US,US-CA,Seal Beach,no,,,,,,
7115,0CA8,closed,Ward Ranch Airport,33.413347,-116.843255,2500,NA,US,US-CA,Aguanga,no,,,,,,
7129,0CL2,closed,Parking Lot Heliport,32.593834,-117.084872,,NA,US,US-CA,Chula Vista,no,,,,,,
7140,0CO3,closed,Greggs Nr 1 Airport,39.8894,-104.544997,5373,NA,US,US-CO,Bennett,no,,,,,,
7142,0CO5,closed,Chenoweth Airport,39.830995,-103.592463,4697,NA,US,US-CO,Last Chance,no,,,,,,
7157,0D6,closed,Wilber Municipal Airport,40.475215,-96.986275,1400,NA,US,US-NE,Wilber,no,,,,,,
7166,0FD4,closed,Cloverleaf Farms II Inc Heliport,29.360774,-82.204803,100,NA,US,US-FL,Reddick,no,,,,,,
7171,0FL1,closed,Thompson Airfield,29.983299,-82.835602,110,NA,US,US-FL,Branford,no,,,,,,
7189,0GA7,closed,Hickory Level Airfield,33.683399,-84.999901,1080,NA,US,US-GA,Carrollton,no,,,,,,
7204,0IA3,closed,Hawkeye Airport,42.435066,-92.327621,883,NA,US,US-IA,Waterloo,no,,,,,,
7207,0IA6,closed,Rinehart Airport,41.659698,-92.289902,920,NA,US,US-IA,Victor,no,,,,,,
7219,0II1,closed,Unsicker Airport,40.428101,-86.153297,816,NA,US,US-IN,Bremen,no,,,,,,
7221,0II3,closed,Miller Strip,40.6278,-86.037804,810,NA,US,US-IN,Bunker Hill,no,,,,,,
7223,0II6,closed,Kropf Airport,41.64335,-85.830131,810,NA,US,US-IN,Goshen,no,,,,,,
7229,0IL3,closed,Flying B Ranch Airport,40.157001,-87.6745,696,NA,US,US-IL,Danville,no,,,,,,
7236,0IN3,closed,Graves Landing Strip,41.113035,-86.664963,704,NA,US,US-IN,Winamac,no,,,,,,
7239,0IN7,closed,Roto-Whirl/Holiday Heliport,39.922501,-86.226097,875,NA,US,US-IN,Indianapolis,no,,,,,,
7240,0IN8,closed,Roto-Whirl/Vantage Heliport,39.837299,-86.118597,726,NA,US,US-IN,Indianapolis,no,,,,,,
7245,0IS4,closed,Dawson Farms Airport,39.764081,-88.671212,670,NA,US,US-IL,Lovington,no,,,,,,
7253,0KS2,closed,Kellie Mann Airfield,38.560001,-95.309097,1045,NA,US,US-KS,Ottawa,no,,,,,,
7254,0KS3,closed,Camp Chippewa Airport,38.5667,-95.366898,1120,NA,US,US-KS,Ottawa,no,,,,,,
7256,0KS6,closed,Kendrigan Airport,37.452202,-97.317802,1240,NA,US,US-KS,Peck,no,,,,,,
7263,0KY3,closed,Tennessee Gas Heliport,38.561404,-83.952795,604,NA,US,US-KY,Load,no,,,,,,
7266,0KY6,closed,Tennessee Gas Heliport,38.268299,-82.577499,560,NA,US,US-KY,Burnaugh,no,,,,,,
7268,0KY8,closed,Sky Airport,37.117199,-83.736099,850,NA,US,US-KY,Manchester,no,,,,,,
7269,0KY9,closed,Pine Mountain Aero Heliport,37.113602,-82.803596,1300,NA,US,US-KY,Whitesburg,no,,,,,,
7275,0LA2,closed,Don Babin-Private Airport,30.278,-90.963203,17,NA,US,US-LA,Gonzales,no,,,,,,
7279,0LA6,closed,Freeport Sulphur Heliport,29.2586,-89.959198,3,NA,US,US-LA,Grand Isle,no,,,,,,
7291,0LL9,closed,Savanna Army Depot Helipad,42.183399,-90.255698,650,NA,US,US-IL,Savanna,no,,,,,,
7294,0LS2,closed,Evergreen Fourchon Heliport,29.116437,-90.201273,6,NA,US,US-LA,Golden Meadow,no,,,,,,
7296,0LS4,closed,Buller's Airstrip,30.808701,-92.188003,47,NA,US,US-LA,Bunkie,no,,,,,,
7308,0MA8,closed,Textron/Everett Heliport,42.404496,-71.070602,40,NA,US,US-MA,Everett,no,,,,,,
7313,0MD3,closed,Johns Hopkins Hospital Heliport,39.297725,-76.592941,260,NA,US,US-MD,Baltimore,no,,,,,,
7320,0MI0,closed,Sumner Heliport,42.970001,-85.6659,657,NA,US,US-MI,Grand Rapids,no,,,,,,
7322,0MI2,closed,Stier Airstrip,44.522202,-83.683296,850,NA,US,US-MI,Glennie,no,,,,,,
7330,0MN1,closed,Brinkman Airport,44.262501,-94.069702,1020,NA,US,US-MN,St. Peter,no,,,,,,
7334,0MN5,closed,Pankratz Airport,44.307201,-94.916901,1033,NA,US,US-MN,Springfield,no,,,,,,
7337,0MN8,closed,Keller Airport,45.135799,-92.859398,990,NA,US,US-MN,Stillwater,no,,,,,,
7342,0MO3,closed,Arvin Ranch Airport,38.4403,-94.5933,1000,NA,US,US-MO,Drexel,no,,,,,,
7345,0MO6,closed,Hall Airport,40.116686,-92.266788,850,NA,US,US-MO,Hurdland,no,,,,,,
7350,0MS1,closed,Franklin Field,31.4252,-90.902901,200,NA,US,US-MS,Meadville,no,,,,,,
7354,0MS5,closed,Lewis Air Service Airport,33.3918,-90.916801,120,NA,US,US-MS,Leland,no,,,,,,
7356,0MS7,closed,Hale Field,34.342602,-89.143097,346,NA,US,US-MS,Pontotoc,no,,,,,,
7387,0NC1,closed,Bearwallow Farm Airport,35.4571,-82.375397,3608,NA,US,US-NC,Hendersonville,no,,,,,,
7401,0NE2,closed,Merry Airport,41.8666,-101.917,3791,NA,US,US-NE,Ashby,no,,,,,,
7421,0NK5,closed,Mid-Hudson Helicopter Service Heliport,41.606201,-73.827599,270,NA,US,US-NY,Hopewell Junction,no,,,,,,
7424,0NK8,closed,Rocky Reef Farm Airport,41.920898,-73.670403,450,NA,US,US-NY,Attlebury,no,,,,,,
7425,0NK9,closed,Lakeview Airport,43.009449,-75.826006,1050,NA,US,US-NY,Chittenango,no,,,,,,
7432,0NY5,closed,State Police Troop D Heliport,43.07657,-75.64873,507,NA,US,US-NY,Oneida,no,,,,,,
7440,0OH2,closed,Jenkins Field,39.970604,-83.911598,1080,NA,US,US-OH,North Hampton,no,,,,,,
7445,0OH9,closed,Parknavy Airport,40.0717,-83.229897,943,NA,US,US-OH,Plain City,no,,,,,,
7447,0OI1,closed,Autolite Heliport,41.179199,-83.415199,759,NA,US,US-OH,Fostoria,no,,,,,,
7450,0OI4,closed,Salt Box Airport,41.324265,-81.159309,1250,NA,US,US-OH,Hiram,no,,,,,,
7453,0OK0,closed,Edmond Airport,35.683399,-97.433601,1169,NA,US,US-OK,Edmond,no,,,,,,
7455,0OK2,closed,Parkview Hospital Heliport,35.5298,-97.983902,1349,NA,US,US-OK,El Reno,no,,,,,,
7461,0OK8,closed,Cade's Airport,36.2925,-97.593102,1140,NA,US,US-OK,Covington,no,,,,,,
7468,0OR5,closed,East Oregon Cattle Company Airport,42.505557,-122.863228,1345,NA,US,US-OR,Eagle Point,no,,,,,,
7473,0P0,closed,Valley Forge Bicentennial Heliport,40.121201,-75.405998,260,NA,US,US-PA,Norristown,no,,,,,,
7483,0PA7,closed,Linvill Airport,39.884801,-75.414902,180,NA,US,US-PA,Media,no,,,,,,
7495,0PN9,closed,Paul Personal Use Airport,41.719501,-79.677803,1645,NA,US,US-PA,Titusville,no,,,,,,
7498,0PS2,closed,Marian Heliport,40.989498,-75.751297,1285,NA,US,US-PA,Weatherly,no,,,,,,
7508,0Q6,closed,Shingletown Airport,40.521955,-121.81705,3880,NA,US,US-CA,Shingletown,no,,,,,,
7514,0S2,closed,Stockton Municipal Airport,39.377201,-99.295097,1973,NA,US,US-KS,Stockton,no,,,,,,
7526,0T3,closed,Ira Biffle Airfield,37.313901,-89.997299,421,NA,US,US-MO,Marble Hill,no,,,,,,
7527,0T7,closed,Kittyhawk Airport,33.126202,-96.683601,700,NA,US,US-TX,Allen,no,,,,,,
7529,0TA1,closed,Buddy Harmel Airport,34.219501,-101.980003,3552,NA,US,US-TX,Halfway,no,,,,,,
7531,0TA3,closed,Tate Ranch Airport,30.303817,-102.137403,2650,NA,US,US-TX,Dryden,no,,,,,,
7534,0TA6,closed,Arco Ingleside Shorebase Heliport,27.847799,-97.223,20,NA,US,US-TX,Ingleside,no,,,,,,
7536,0TA8,closed,Womack Plantation Airport,33.848701,-95.407204,410,NA,US,US-TX,Paris,no,,,,,,
7541,0TE3,closed,Buzz Field,33.931752,-100.845681,2614,NA,US,US-TX,Roaring Springs,no,,,,,,
7546,0TE8,closed,Texas World Speedway Helistop Number 1,30.540501,-96.222504,270,NA,US,US-TX,College Station,no,,,,,,
7547,0TE9,closed,Texas World Speedway Helistop Number 2,30.5396,-96.226097,270,NA,US,US-TX,College Station,no,,,,,,
7558,0TS0,closed,Flower Mound Airport,33.0229,-97.122498,625,NA,US,US-TX,Flower Mound,no,,,,,,
7560,0TS2,closed,Ultralight International Ultralightport,32.9487,-97.328903,820,NA,US,US-TX,Haslet,no,,,,,,
7561,0TS3,closed,Houston Heliport,29.819259,-95.663143,100,NA,US,US-TX,Houston,no,,,,,,
7567,0TS9,closed,Jim Roach Field,30.015499,-97.737197,600,NA,US,US-TX,Niederwald,no,,,,,,
7575,0TX7,closed,Lazy K Acres Airport,32.950102,-97.150297,700,NA,US,US-TX,Grapevine,no,,,,,,
7576,0TX8,closed,Jacobia Field,33.180401,-96.043297,570,NA,US,US-TX,Greenville,no,,,,,,
7585,0VA0,closed,Mostly Harmless Heliport,37.965401,-77.777496,330,NA,US,US-VA,Bumpass,no,,,,,,
7590,0VA5,closed,Coffman Field,37.694144,-77.660894,280,NA,US,US-VA,Richmond,no,,,,,,
7601,0WA3,closed,Air Columbia Heliport,45.682599,-121.900002,149,NA,US,US-WA,Stevenson,no,,,,,,
45906,0WN9,closed,Wings For Christ Airport,48.426729,-119.484544,1000,NA,US,US-WA,Omak,no,,,,,,
7634,0XA8,closed,Ohho Airport,30.27,-98.108299,1340,NA,US,US-TX,Dripping Springs,no,,,,,,
7641,0XS5,closed,Southeastern Helicopters Heliport,26.145731,-97.171369,5,NA,US,US-TX,South Padre Island,no,,,,,,
7647,0Z2,closed,Road Commission Nr 1 Airport,63.10709,-147.542347,2525,NA,US,US-AK,Denali,no,,,,,,
7654,10CL,closed,Joe Gottlieb Field,35.368,-119.195,347,NA,US,US-CA,Bakersfield,no,,,,,,
7655,10CO,closed,Silkman Farms Inc. Airport,39.4547,-102.212997,4000,NA,US,US-CO,Burlington,no,,,,,,
7666,10IN,closed,Squires Airport,39.718399,-85.048897,1000,NA,US,US-IN,Connersville,no,,,,,,
7670,10LS,closed,G & J Fly A Way Ultralightport,30.046301,-91.994598,20,NA,US,US-LA,Youngsville,no,,,,,,
7674,10MO,closed,Eckerts Airstrip,38.914501,-91.704301,839,NA,US,US-MO,Williamsburg,no,,,,,,
7675,10MS,closed,Daniel Emergency Response Team Heliport,30.530268,-88.558812,20,NA,US,US-MS,Moss Point,no,,,,,,
7680,10NE,closed,St Joseph Hospital Heliport,41.265598,-95.954498,1130,NA,US,US-NE,Omaha,no,,,,,,
7682,10NJ,closed,St Francis Medical Center Helistop,40.216906,-74.742576,55,NA,US,US-NJ,Trenton,no,,,,,,
7683,10NY,closed,Beaver Meadow Heliport,43.368999,-75.159599,1195,NA,US,US-NY,Remsen,no,,,,,,
7686,10OR,closed,Stevens Mountain Airport,45.781241,-123.221612,1000,NA,US,US-OR,Vernonia,no,,,,,,
7692,10TS,closed,Saint's Strip Ultralightport,29.5525,-98.103104,980,NA,US,US-TX,Marion,no,,,,,,
7695,10WA,closed,Mullan Hill Airport,47.5546,-117.413001,2310,NA,US,US-WA,Spokane,no,,,,,,
7704,11CO,closed,Channel 7 Heliport,39.7253,-104.984,5300,NA,US,US-CO,Denver,no,,,,,,
7708,11G,closed,Johnson Field,42.921101,-82.585501,630,NA,US,US-MI,Smiths Creek,no,,,,,,
7709,11GA,closed,De Kalb General Hospital Heliport,33.7897,-84.282204,1012,NA,US,US-GA,Decatur,no,,,,,,
7711,11ID,closed,Riddle Airport,42.185504,-116.112999,5356,NA,US,US-ID,Riddle,no,,,,,,
7716,11KS,closed,Sheller's Airport,39.116695,-95.148904,1090,NA,US,US-KS,Tonganoxie,no,,,,,,
7725,11MN,closed,Sixberry's Landing Seaplane Base,47.6777,-93.048203,1372,NA,US,US-MN,Chisholm,no,,,,,,
7729,11NE,closed,Kaan Airport,42.442501,-103.916,4650,NA,US,US-NE,Harrison,no,,,,,,
7732,11NY,closed,Saikkonen Airport,42.209162,-76.448979,969,NA,US,US-NY,Spencer,no,,,,,,
7735,11OK,closed,Beefor Ranch Airport,35.06909,-97.38465,1150,NA,US,US-OK,Purcell,no,,,,,,
7737,11PA,closed,Sherrie John Manor Heliport,40.2626,-77.045799,400,NA,US,US-PA,Mechanicsburg,no,,,,,,
7739,11TA,closed,Conoco Heliport,29.7894,-95.611099,91,NA,US,US-TX,Houston,no,,,,,,
7741,11TN,closed,Salem Field,36.474998,-87.366699,425,NA,US,US-TN,Clarksville,no,,,,,,
7747,11WI,closed,Victory Memorial Hospital Heliport,44.963299,-90.933801,1140,NA,US,US-WI,Stanley,no,,,,,,
7755,12FA,closed,Hi-Acres Airport,28.4786,-81.7145,105,NA,US,US-FL,Clermont,no,,,,,,
7771,12LL,closed,Lambdins Field,37.540298,-89.486198,350,NA,US,US-IL,Wolf Lake,no,,,,,,
7777,12MN,closed,Eastman Seaplane Base,46.480499,-94.281097,1200,NA,US,US-MN,Lake Hubert,no,,,,,,
7778,12MO,closed,Ferguson Farms Airport,38.580601,-93.594704,990,NA,US,US-MO,Windsor,no,,,,,,
7779,12MS,closed,Green Acres Airport,31.088757,-91.318059,300,NA,US,US-MS,Woodville,no,,,,,,
7784,12NJ,closed,Penske 2 Heliport,40.883999,-74.067919,62,NA,US,US-NJ,Lodi,no,,,,,,
7786,12NM,closed,Columbus Stockyards Airport,31.80835,-107.659401,4017,NA,US,US-NM,Columbus,no,,,,,,
7787,12NY,closed,TGP-245 Heliport,42.873402,-75.170998,1440,NA,US,US-NY,West Winfield,no,,,,,,
7789,12OK,closed,Expressway Airpark,35.541302,-97.453102,1070,NA,US,US-OK,Oklahoma City,no,,,,,,
7799,12TE,closed,Curtis Ranch Field,31.312844,-99.24048,1740,NA,US,US-TX,Rochelle,no,,,,,,
45905,12WT,closed,Walker Airport,46.911,-117.218667,2450,NA,US,US-WA,Palouse,no,,,,,,
7815,13FD,closed,Yelvington Heliport,28.5186,-81.383102,110,NA,US,US-FL,Orlando,no,,,,,,
7828,13LS,closed,Tee Brad's Airport,29.9939,-92.385517,12,NA,US,US-LA,Kaplan,no,,,,,,
7830,13MA,closed,Metropolitan Airport,42.223301,-72.311401,418,NA,US,US-MA,Palmer,no,,,,,,
7833,13MN,closed,Melby Airport,46.1008,-95.831398,1250,NA,US,US-MN,Ashby,no,,,,,,
7837,13N,closed,Trinca Airport,40.966801,-74.780197,600,NA,US,US-NJ,Andover,no,,,,,,
7844,13OH,closed,Rose Field,41.330299,-84.298301,728,NA,US,US-OH,Jewell,no,,,,,,
7853,13SC,closed,Grassy Pond Heliport,35.139198,-81.696404,840,NA,US,US-SC,Gaffney,no,,,,,,
7854,13TA,closed,KBMT-TV Heliport,30.073298,-94.133797,32,NA,US,US-TX,Beaumont,no,,,,,,
7858,13TX,closed,Allison Ranch Airport,30.533561,-100.451882,2350,NA,US,US-TX,Sonora,no,,,,,,
7862,13WA,closed,Fsa - Everett Heliport,47.9365,-122.25,500,NA,US,US-WA,Everett,no,,,,,,
7875,14FA,closed,Burrs Strip,25.568621,-80.398822,10,NA,US,US-FL,Miami,no,,,,,,
7876,14FD,closed,Sunshine Farms Airport,29.9491,-81.490402,23,NA,US,US-FL,St Augustine,no,,,,,,
7877,14FL,closed,Wells Flying Service Airport,30.873458,-87.170296,240,NA,US,US-FL,Jay,no,,,,,,
7882,14IL,closed,Kewanee Hospital Heliport,41.235298,-89.9309,838,NA,US,US-IL,Kewanee,no,,,,,,
7883,14IN,closed,De Motte Airport,41.207,-87.212502,655,NA,US,US-IN,De Motte,no,,,,,,
7888,14LA,closed,Killarny Farm Airport,30.841,-91.508202,53,NA,US,US-LA,St Francisville,no,,,,,,
7891,14MA,closed,Vergnani Heliport,42.049801,-72.6493,180,NA,US,US-MA,Agawam,no,,,,,,
7892,14MI,closed,East-West Paris Airport,42.850899,-85.567001,750,NA,US,US-MI,Caledonia,no,,,,,,
7894,14MO,closed,Stevinson Farm Airport,39.049999,-94.316902,900,NA,US,US-MO,Blue Springs,no,,,,,,
7900,14NE,closed,Aaron's Field,40.862499,-98.064201,1825,NA,US,US-NE,Aurora,no,,,,,,
7907,14OK,closed,Reherman Airport,35.804199,-97.933701,1105,NA,US,US-OK,Kingfisher,no,,,,,,
7929,15AZ,closed,Quail Mesa Ranch Airport,33.76168,-114.4596,290,NA,US,US-AZ,Parker,no,,,,,,
7931,15CL,closed,Hunt Farms Airport,37.342701,-120.403999,223,NA,US,US-CA,Merced,no,,,,,,
7933,15FD,closed,Orange Hill Airport,30.658501,-85.527878,260,NA,US,US-FL,Wausau,no,,,,,,
7943,15LA,closed,Creole Heliport,29.790199,-93.184097,11,NA,US,US-LA,Oak Grove,no,,,,,,
7957,15NK,closed,Knox Landing Airport,42.576401,-78.556702,1845,NA,US,US-NY,Sardinia,no,,,,,,
45714,15OK,closed,Bluebird Airport,35.703889,-95.310833,531,NA,US,US-OK,Muskogee,no,,,,,,
11420,15PA,closed,Pittsburgh-Monroeville Airport,40.45258,-79.774958,1187,NA,US,US-PA,Monroeville,no,,,,,,
7965,15S,closed,Lester State Ultralightport,47.215099,-121.461998,1693,NA,US,US-WA,Lester,no,,,,,,
7970,15TX,closed,Ed Shadle Airport,32.299414,-98.325601,1550,NA,US,US-TX,Stephenville,no,,,,,,
7990,16II,closed,Harrington Field,41.182014,-86.932626,710,NA,US,US-IN,San Pierre,no,,,,,,
